# BJD(TDB)-2450000 flux err airmass sky dx dy baserun
6518.104219 0.947122 0.009131 1.2575 61.8 -2.657 -0.048 MTOTG0001166740
6518.104606 0.960225 0.009227 1.2579 61.8 -1.343 0.005 MTOTG0001166741
6518.104987 0.961299 0.009218 1.2584 61.8 -1.395 -0.125 MTOTG0001166742
6518.105373 0.951770 0.009205 1.2588 61.6 -1.285 -0.133 MTOTG0001166743
6518.105753 0.952522 0.009219 1.2592 61.7 -1.129 0.110 MTOTG0001166744
6518.106140 0.956102 0.009340 1.2597 61.6 -3.372 0.119 MTOTG0001166745
6518.106520 0.948298 0.009177 1.2602 61.7 -4.224 0.017 MTOTG0001166746
6518.106906 0.956999 0.009290 1.2606 62.1 -3.151 -0.111 MTOTG0001166747
6518.107287 0.952578 0.009343 1.2611 62.4 -1.933 -0.329 MTOTG0001166748
6518.107673 0.959134 0.009292 1.2616 62.3 -0.227 -0.196 MTOTG0001166749
6518.108054 0.971946 0.009310 1.2621 61.8 -0.295 -0.271 MTOTG0001166750
6518.108440 0.959141 0.009393 1.2626 62.0 -0.099 -0.204 MTOTG0001166751
6518.108821 0.936379 0.009237 1.2631 62.1 -1.191 -0.172 MTOTG0001166752
6518.109207 0.973551 0.009478 1.2636 60.7 -3.499 -0.150 MTOTG0001166753
6518.109588 0.962841 0.009442 1.2641 59.9 -3.179 -0.237 MTOTG0001166754
6518.109973 0.954541 0.009288 1.2647 59.7 -1.776 -0.330 MTOTG0001166755
6518.110354 0.956954 0.009190 1.2652 59.7 -1.171 -0.399 MTOTG0001166756
6518.110740 0.968178 0.009427 1.2658 59.5 -2.217 -0.264 MTOTG0001166757
6518.111121 0.973255 0.009384 1.2663 59.4 -1.256 -0.395 MTOTG0001166758
6518.111507 0.970895 0.009486 1.2669 59.6 -2.444 -0.179 MTOTG0001166759
6518.111888 0.963730 0.009524 1.2675 59.2 -3.994 -0.380 MTOTG0001166760
6518.112274 0.948622 0.009248 1.2681 59.1 -4.245 -0.314 MTOTG0001166761
6518.112655 0.954391 0.009370 1.2686 59.1 -3.043 -0.310 MTOTG0001166762
6518.113041 0.957258 0.009309 1.2692 58.9 -1.119 -0.391 MTOTG0001166763
6518.113422 0.965074 0.009363 1.2698 58.9 -1.152 -0.255 MTOTG0001166764
6518.113808 0.952399 0.009149 1.2704 58.8 -1.130 -0.362 MTOTG0001166765
6518.114189 0.957993 0.009391 1.2711 58.9 -2.697 -0.404 MTOTG0001166766
6518.114575 0.964428 0.009445 1.2717 59.1 -3.829 -0.466 MTOTG0001166767
6518.114955 0.961902 0.009322 1.2723 59.4 -5.018 -0.512 MTOTG0001166768
6518.115342 0.963965 0.009248 1.2730 59.8 -3.485 -0.282 MTOTG0001166769
6518.115722 0.964217 0.009254 1.2736 59.4 -2.319 -0.396 MTOTG0001166770
6518.116109 0.969932 0.009216 1.2743 59.0 -1.880 -0.595 MTOTG0001166771
6518.116488 0.959137 0.009161 1.2750 58.7 -1.984 -0.444 MTOTG0001166772
6518.116875 0.972352 0.009303 1.2756 58.5 -1.085 -0.549 MTOTG0001166773
6518.117255 0.954665 0.009330 1.2763 58.4 -3.066 -0.423 MTOTG0001166774
6518.117642 0.970898 0.009214 1.2770 58.3 -4.968 -0.581 MTOTG0001166775
6518.118022 0.955299 0.009162 1.2777 58.5 -3.969 -0.542 MTOTG0001166776
6518.118408 0.954398 0.009180 1.2784 58.4 -3.324 -0.575 MTOTG0001166777
6518.118788 0.970929 0.009226 1.2791 58.2 -2.726 -0.531 MTOTG0001166778
6518.119175 0.944866 0.009100 1.2799 57.8 -2.168 -0.613 MTOTG0001166779
6518.119555 0.962957 0.009187 1.2806 57.7 -2.292 -0.657 MTOTG0001166780
6518.119941 0.956193 0.009270 1.2814 57.8 -3.807 -0.657 MTOTG0001166781
6518.120322 0.949250 0.009306 1.2821 57.9 -6.073 -0.588 MTOTG0001166782
6518.120708 0.959206 0.009334 1.2829 57.9 -5.629 -0.661 MTOTG0001166783
6518.121089 0.955513 0.009677 1.2837 58.0 -4.267 -0.821 MTOTG0001166784
6518.121475 0.960786 0.009439 1.2844 58.2 -1.705 -0.766 MTOTG0001166785
6518.121855 0.962705 0.009528 1.2852 58.5 -1.817 -0.749 MTOTG0001166786
6518.122241 0.971535 0.009609 1.2860 58.3 -1.754 -0.767 MTOTG0001166787
6518.122622 0.961154 0.009628 1.2868 58.8 -2.765 -0.933 MTOTG0001166788
6518.123008 0.955400 0.009713 1.2877 58.9 -4.558 -0.874 MTOTG0001166789
6518.123388 0.949700 0.009580 1.2885 59.1 -5.092 -0.598 MTOTG0001166790
6518.123774 0.955098 0.009651 1.2893 58.6 -3.623 -1.033 MTOTG0001166791
6518.124155 0.949732 0.009582 1.2902 58.7 -3.049 -0.885 MTOTG0001166792
6518.124541 0.974568 0.009630 1.2910 58.9 -3.465 -1.017 MTOTG0001166793
6518.124922 0.953531 0.009824 1.2918 59.2 -3.489 -0.979 MTOTG0001166794
6518.125308 0.970541 0.009747 1.2927 59.0 -2.355 -0.857 MTOTG0001166795
6518.125689 0.973632 0.009878 1.2936 58.6 -4.929 -0.938 MTOTG0001166796
6518.126075 0.971582 0.009686 1.2945 58.6 -6.019 -0.903 MTOTG0001166797
